type;constellation;names;nicknames;ra;dec;mag_v;mag_b;major_axis;minor_axis;angle
g;eri;IC0369;;04:23:28.22;-11:47:24.30;;15.37;0.76;0.76;35
g;eri;IC0370;;04:24:01.67;-9:23:41.40;;14.94;0.99;0.89;123
g;eri;IC0372;;04:30:04.24;-5:00:35.90;;15.32;0.97;0.45;30
g;eri;IC0373;;04:30:42.76;-4:52:12.90;;15.04;0.98;0.76;109
g;tau;IC0374;;04:32:32.75;16:38:03.00;;15.81;0.23;0.19;80
g;eri;IC0375;;04:31:03.14;-12:58:26.30;;15.24;0.82;0.54;59
g;eri;IC0376;;04:31:13.79;-12:26:00.10;;16.05;0.59;0.48;50
g;eri;IC0377;;04:31:16.54;-12:27:18.30;;14.84;1.00;0.83;99
g;eri;IC0378;;04:31:27.92;-12:17:59.10;;15.60;0.79;0.48;69
g;eri;IC0379;;04:31:50.93;-7:14:18.10;;14.70;0.93;0.82;35
g;eri;IC0380;;04:31:41.32;-12:55:37.30;;15.25;0.76;0.46;75
g;eri;IC0382;;04:37:55.55;-9:31:09.60;;13.53;1.99;1.18;173
g;tau;IC0383;;04:38:58.03;09:53:33.10;;15.60;0.63;0.56;36
g;eri;IC0384;;04:39:18.28;-7:50:20.80;;15.14;0.49;0.48;94
g;eri;IC0385;;04:39:31.46;-7:05:50.90;;15.41;1.15;0.58;107
g;eri;IC0387;;04:41:44.21;-7:05:10.30;12.99;13.85;1.60;1.11;84
gpair;eri;IC0388;;04:41:53.33;-7:18:19.90;;;1.00;;
g;eri;IC0388 NED01;;04:41:52.42;-7:18:16.70;;16.20;0.54;0.44;54
g;eri;IC0388 NED02;;04:41:54.32;-7:18:23.30;;15.91;0.89;0.40;10
g;eri;IC0389;;04:41:59.62;-7:18:41.30;;15.07;1.09;0.82;20
g;eri;IC0390;;04:42:03.87;-7:12:23.20;;15.48;1.14;0.40;35
g;cam;IC0391;;04:57:21.13;78:11:19.80;12.68;12.99;1.39;1.33;25
g;ori;IC0392;;04:46:25.76;03:30:20.00;;13.47;1.45;1.00;168
g;eri;IC0393;;04:47:51.80;-15:31:30.70;;14.87;0.81;0.77;7
g;cam;IC0396;;04:57:58.99;68:19:24.20;;13.08;2.38;1.45;86
g;eri;IC0398;;04:58:12.56;-7:46:48.90;;;1.18;0.34;2
g;eri;IC0399;;05:01:44.01;-4:17:19.50;14.80;15.49;0.54;0.45;81
g;lep;IC0400;;05:03:45.64;-15:49:08.70;;16.70;1.55;0.17;117
g;eri;IC0401;;05:04:19.64;-10:04:35.50;;13.94;1.75;0.58;55
g;eri;IC0402;;05:06:14.83;-9:06:26.70;;14.40;1.26;0.56;146
g;ori;IC0404;;05:13:19.60;09:45:17.70;;15.50;0.73;0.53;130
neb;aur;IC0405;Flaming Star Nebula;05:16:29.48;34:21:22.20;;10.00;50.00;30.00;
g;lep;IC0407;;05:17:42.61;-15:31:24.40;;14.20;1.93;0.36;164
g;lep;IC0408|IC2121;;05:19:44.86;-25:03:51.60;;13.85;1.95;0.97;162
gpair;ori;IC0409;;05:19:33.55;03:19:06.20;;;0.95;0.72;19
neb;aur;IC0410;Tadpole Emission Nebula;05:22:42.00;33:22:00.00;;;40.00;30.00;
g;lep;IC0411;;05:20:18.61;-25:19:28.20;;14.13;1.36;1.00;129
g;ori;IC0412|IC2123;;05:21:56.70;03:29:11.00;;14.62;1.17;0.65;0
g;ori;IC0413|IC2124;;05:21:58.78;03:28:55.80;;14.68;1.08;0.80;140
g;ori;IC0414;;05:21:54.96;03:20:31.30;14.40;14.88;0.60;0.44;140
g;lep;IC0415;;05:21:21.63;-15:32:33.30;;15.45;0.76;0.58;148
g;lep;IC0416;;05:23:56.38;-17:15:37.50;;13.90;1.41;0.70;71
hii;aur;IC0417;Spider Nebula;05:28:06.00;34:25:26.20;;;13.00;10.00;
pn;lep;IC0418;Spirograph Nebula;05:27:28.19;-12:41:50.20;9.44;10.28;0.20;;
neb;ori;IC0420;;05:32:09.50;-4:30:17.10;;;6.03;;
g;ori;IC0421;;05:32:08.58;-7:55:06.00;;12.60;2.96;2.22;108
g;lep;IC0422|IC2131;;05:32:18.55;-17:13:25.90;;;1.04;0.93;130
neb;ori;IC0423;;05:33:22.01;00:36:52.20;;;6.00;3.50;90
neb;ori;IC0424;;05:33:37.24;00:24:47.30;;;2.50;1.70;
neb;ori;IC0426;Miniature Witch's Head Nebula;05:36:31.38;00:17:53.90;;;10.00;3.00;
neb;ori;IC0427;;05:36:18.02;-6:36:59.20;;;;;
neb;ori;IC0428;;05:36:24.21;-6:27:05.60;;;;;
neb;ori;IC0429;;05:38:18.86;-7:02:25.80;;;;;
neb;ori;IC0430;;05:38:35.97;-7:04:59.20;14.40;;10.96;;
rfn;ori;IC0431;;05:40:14.03;-1:27:46.10;;;8.00;5.00;
rfn;ori;IC0432;;05:40:55.98;-1:30:25.20;;;10.00;10.00;
g;lep;IC0433;;05:40:31.35;-11:39:56.10;;;1.42;1.12;138
hii;ori;IC0434;Horsehead Nebula;05:41:00.88;-2:27:13.60;;11.00;90.00;30.00;
rfn;ori;IC0435;;05:43:00.57;-2:18:45.40;;;3.98;3.02;
g;lep;IC0437;;05:51:37.40;-12:33:53.90;;15.25;0.97;0.46;7
g;lep;IC0438;;05:53:00.08;-17:52:33.90;12.07;12.74;2.80;1.82;63
g;cam;IC0440;;06:19:13.31;80:04:06.50;;14.20;1.77;1.00;36
g;lep;IC0441;;06:02:42.63;-12:29:56.90;;14.40;1.22;1.13;40
g;cam;IC0442;;06:36:11.89;82:58:05.70;;14.04;1.25;1.25;5
snr;gem;IC0443;Jellyfish Nebula;06:16:37.41;22:31:54.00;;12.00;50.00;40.00;
rfn;gem;IC0444;;06:18:34.00;23:18:48.00;;7.03;8.00;4.00;
g;cam;IC0445;;06:37:21.25;67:51:35.50;;14.28;0.87;0.70;20
cl+n;mon;IC0446|IC2167;;06:31:06.18;10:27:33.40;;;5.00;4.00;
hii;mon;IC0447|IC2169;;06:31:00.32;09:53:50.80;;7.70;25.00;20.00;
hii;mon;IC0448;;06:32:45.34;07:23:19.10;;;15.00;10.00;
g;cam;IC0449;;06:45:41.11;71:20:37.80;;13.65;1.77;1.34;83
g;cam;IC0450;;06:52:12.25;74:25:37.50;14.12;14.93;1.38;0.80;130
g;cam;IC0451;;06:52:52.01;74:28:50.60;;14.83;1.34;1.07;144
g;gem;IC0454;;06:51:06.30;12:55:19.30;;14.50;1.69;0.88;138
g;cep;IC0455;;07:34:57.68;85:32:13.90;;14.27;1.06;0.65;78
g;cma;IC0456;;07:00:17.54;-30:09:49.60;;13.04;2.33;1.60;4
g;lyn;IC0458;;07:10:34.15;50:07:08.10;;14.38;0.90;0.39;173
g;lyn;IC0459;;07:10:38.69;50:10:38.40;;15.76;0.59;0.49;1
g;lyn;IC0460;;07:10:44.27;50:12:08.80;;15.34;0.85;0.49;178
g;lyn;IC0461;;07:10:45.04;50:04:53.10;;15.67;0.63;0.48;36
g;lyn;IC0463;;07:11:00.89;50:07:03.70;;;0.28;0.20;95
g;lyn;IC0464;;07:11:04.75;50:08:12.80;;14.74;0.80;0.37;60
hii;mon;IC0466;;07:08:38.80;-4:19:04.80;12.06;12.71;1.00;;
g;cam;IC0467;;07:30:18.39;79:52:21.10;12.57;13.19;1.99;0.94;73
g;cep;IC0469;;07:55:59.08;85:09:32.10;;13.48;2.35;0.91;88
g;lyn;IC0471;;07:43:36.45;49:40:03.20;;14.22;0.66;0.66;23
g;lyn;IC0472;;07:43:50.34;49:36:51.10;;14.33;1.61;1.15;166
g;gem;IC0474;;07:46:07.31;26:30:18.40;;14.91;1.27;0.40;113
g;gem;IC0475;;07:47:09.23;30:29:19.70;;14.79;0.75;0.45;133
g;gem;IC0476;;07:47:16.33;26:57:03.50;;15.45;0.62;0.48;99
g;gem;IC0477;;07:52:06.93;23:28:58.90;;15.39;1.15;1.15;30
g;gem;IC0478;;07:53:41.57;26:29:33.70;;15.29;0.66;0.48;12
g;gem;IC0479;;07:54:22.22;27:00:31.80;;15.02;0.61;0.51;171
g;gem;IC0480;;07:55:23.19;26:44:36.00;;15.04;1.75;0.33;167
g;gem;IC0481;;07:59:02.86;24:09:38.30;;15.05;0.93;0.26;4
g;gem;IC0482;;07:59:47.28;25:21:25.10;;14.98;0.63;0.52;151
g;gem;IC0484;;08:00:01.06;26:39:57.10;;15.34;0.89;0.40;43
g;gem;IC0485;;08:00:19.77;26:42:05.20;;15.33;1.17;0.24;154
g;gem;IC0486;;08:00:20.98;26:36:48.70;13.20;14.58;0.87;0.66;138
g;cnc;IC0490;;08:03:20.12;25:48:41.10;;15.66;0.59;0.47;95
g;cnc;IC0491;;08:03:55.00;26:31:14.20;;15.30;0.65;0.28;115
g;cnc;IC0492;;08:05:38.66;26:10:05.50;17.19;14.40;1.02;0.77;31
g;cnc;IC0493;;08:07:27.59;25:08:02.50;;14.76;0.81;0.61;18
g;cmi;IC0494;;08:06:24.12;01:02:09.80;;14.26;1.32;0.64;48
g;cnc;IC0495;;08:08:19.42;09:00:50.00;;15.49;0.47;0.40;88
g;cnc;IC0496|IC2229;;08:09:44.16;25:52:53.80;;15.36;0.63;0.39;30
g;cnc;IC0497;;08:10:06.07;24:55:19.50;14.26;15.04;0.78;0.39;177
g;cmi;IC0498;;08:09:30.27;05:16:50.50;;14.57;1.21;1.08;66
g;cam;IC0499;;08:45:17.30;85:44:24.10;;13.83;1.88;0.90;77
g;pup;IC0500;;08:12:39.60;-16:03:02.90;;;1.77;0.71;54
g;cnc;IC0501;;08:18:47.59;24:32:14.70;;15.51;0.73;0.55;125
g;cnc;IC0502;;08:22:03.61;08:45:09.40;;15.43;0.56;0.54;62
g;hya;IC0503;;08:22:10.68;03:16:05.00;;14.10;1.33;1.03;110
g;hya;IC0504;;08:22:41.20;04:15:44.70;;14.25;1.51;1.09;139
g;hya;IC0505;;08:23:21.67;04:22:20.90;;14.57;1.38;0.99;144
g;hya;IC0506;;08:23:30.73;04:17:58.20;;14.69;1.19;0.86;171
g;cnc;IC0508;;08:28:22.31;25:07:29.00;;14.71;0.79;0.70;97
g;cnc;IC0509;;08:32:03.50;24:00:39.30;13.22;13.82;1.02;0.92;57
gpair;hya;IC0510;;08:32:10.60;-2:09:44.00;;;0.80;;
g;hya;IC0510 NED01;;08:32:10.19;-2:09:43.60;;;0.33;0.18;132
g;hya;IC0510 NED02;;08:32:10.93;-2:09:44.60;;15.09;0.91;0.52;137
g;cam;IC0511;;08:40:50.45;73:29:12.00;;14.43;1.22;0.46;142
g;cam;IC0512;;09:03:49.83;85:30:06.10;;13.11;1.72;1.34;174
g;hya;IC0513;;08:33:05.06;-12:21:20.00;;14.59;1.49;1.00;39
g;hya;IC0514;;08:35:22.28;-2:02:49.40;;15.29;0.57;0.34;160
g;hya;IC0515;;08:35:31.29;-1:54:04.00;;15.63;1.04;0.58;34
g;hya;IC0516;;08:35:50.77;-1:52:16.40;;15.88;0.59;0.30;65
g;hya;IC0517;;08:36:22.10;-2:03:20.00;;15.44;0.61;0.34;29
g;hya;IC0519;;08:40:34.41;02:36:40.80;;15.39;0.50;0.48;28
g;cam;IC0520;;08:53:42.26;73:29:27.40;11.83;12.67;2.10;1.63;175
g;hya;IC0521;;08:46:43.96;02:32:14.70;;14.75;0.93;0.67;80
g;uma;IC0522;;08:54:34.91;57:10:00.20;;13.87;1.24;1.02;165
g;cnc;IC0523;;08:53:11.32;09:08:53.40;;14.99;0.86;0.56;95
g;hya;IC0524;;08:58:12.83;-19:11:30.90;;15.07;0.94;0.63;21
g;hya;IC0525;;09:01:22.47;-1:51:14.30;;15.02;0.95;0.33;10
g;cnc;IC0526;;09:02:40.78;10:50:29.90;;14.93;0.77;0.45;41
g;lyn;IC0527;;09:09:41.78;37:36:05.70;;14.72;1.37;1.13;71
g;cnc;IC0528;;09:09:22.55;15:47:46.20;;15.01;1.39;0.62;162
g;cam;IC0529;;09:18:32.80;73:45:33.60;12.30;12.59;3.21;1.53;142
g;cnc;IC0530;;09:15:16.97;11:53:08.50;;14.16;1.93;0.31;87
g;hya;IC0531;;09:17:50.81;00:16:42.50;;14.79;0.79;0.42;60
g;hya;IC0533;;09:20:23.40;-3:59:31.30;;15.72;0.95;0.27;155
g;hya;IC0534;;09:21:15.45;03:09:04.10;;15.12;1.19;0.31;148
g;hya;IC0535;;09:22:16.22;-1:02:25.20;;15.84;0.65;0.53;5
g;leo;IC0536;;09:24:40.10;25:06:36.70;;15.09;1.09;0.22;24
g;hya;IC0537;;09:25:22.61;-12:23:30.40;;14.15;1.32;1.22;160
g;hya;IC0539;;09:29:08.24;-2:32:56.90;;14.31;0.97;0.73;130
g;leo;IC0540;;09:30:10.33;07:54:09.90;;14.69;1.07;0.27;171
g;hya;IC0542;;09:31:06.22;-13:10:52.90;;15.02;1.21;0.39;95
g;leo;IC0544;;09:35:53.38;24:53:41.50;;15.44;0.80;0.25;24
g;leo;IC0545;;09:36:05.36;24:56:56.20;;14.79;0.56;0.42;44
g;hya;IC0546;;09:34:50.24;-16:23:03.90;;14.83;1.27;0.70;103
g;leo;IC0548;;09:38:19.30;09:26:45.50;;15.28;0.76;0.19;166
g;hya;IC0549;;09:40:43.23;03:57:35.10;;15.00;0.60;0.37;180
g;hya;IC0550;;09:40:28.58;-6:56:45.80;;14.74;1.07;0.70;34
g;leo;IC0551;;09:41:00.11;06:56:09.90;;14.56;0.81;0.53;155
g;leo;IC0552;;09:41:16.57;10:38:49.20;;14.42;1.12;0.63;2
g;hya;IC0553;;09:40:45.13;-5:26:07.30;;14.45;1.07;0.85;118
g;leo;IC0554|IC0555;;09:41:56.89;12:17:46.60;;14.36;1.29;0.57;18
g;leo;IC0557;;09:44:02.40;10:59:17.20;;14.66;1.11;0.64;38
g;leo;IC0558;;09:45:00.35;29:27:08.30;13.90;14.80;0.93;0.72;165
g;leo;IC0559;;09:44:43.89;09:36:54.00;;14.82;1.09;0.92;87
g;sex;IC0560;;09:45:53.44;00:16:05.90;;14.38;1.41;0.54;20
g;sex;IC0561;;09:45:58.81;03:08:42.70;;15.13;0.51;0.42;6
g;sex;IC0562;;09:46:03.90;-3:58:16.20;;15.00;1.22;0.28;162
g;sex;IC0563;;09:46:20.35;03:02:44.10;;14.81;0.97;0.40;111
g;sex;IC0564;;09:46:21.08;03:04:16.90;;14.16;1.64;0.45;68
gpair;leo;IC0565;;09:47:50.76;15:51:09.20;;;1.00;;
g;leo;IC0565 NED01;;09:47:49.67;15:51:07.30;;16.74;0.68;0.16;178
g;leo;IC0565 NED02;;09:47:50.53;15:51:06.80;;15.03;1.24;0.27;51
g;sex;IC0566;;09:49:56.39;00:13:52.90;;15.32;0.60;0.53;84
g;leo;IC0568;;09:51:08.33;15:43:49.60;;14.68;1.07;0.64;106
g;leo;IC0569;;09:51:28.15;10:55:12.20;;15.33;0.78;0.54;164
g;leo;IC0570;;09:51:50.98;15:45:20.70;;16.00;0.46;0.34;61
g;leo;IC0571;;09:52:31.57;15:46:31.60;;15.29;0.71;0.54;133
g;leo;IC0572;;09:52:32.81;15:49:36.70;;14.83;0.54;0.53;130
g;sex;IC0574;;09:54:27.03;-6:57:12.20;;14.79;1.05;0.87;4
g;sex;IC0575;;09:54:32.93;-6:51:27.20;;14.31;1.52;1.17;50
g;leo;IC0576;;09:55:07.04;11:02:22.40;;15.46;0.59;0.51;168
g;leo;IC0577;;09:56:03.97;10:29:55.90;;14.58;0.62;0.57;117
g;leo;IC0578;;09:56:16.15;10:29:09.90;;14.71;1.25;0.54;66
g;hya;IC0579;;09:56:39.42;-13:46:29.60;;15.15;1.12;0.41;132
g;leo;IC0581;;09:58:11.58;15:56:49.10;;14.95;1.00;0.71;129
g;leo;IC0582;;09:59:00.23;17:49:01.70;;14.57;0.97;0.91;85
g;leo;IC0583;;09:59:05.08;17:49:17.20;;15.16;0.89;0.19;113
g;leo;IC0584;;09:59:05.13;10:21:40.10;;14.99;0.50;0.43;149
g;leo;IC0585;;09:59:44.12;12:59:18.90;;14.82;1.21;0.86;123
g;sex;IC0586;;09:59:50.30;-6:55:22.20;;15.16;0.76;0.70;55
g;sex;IC0587;;10:03:05.17;-2:24:00.10;;14.31;1.25;0.56;106
g;sex;IC0588;;10:02:07.04;03:03:27.70;14.25;15.08;0.90;0.53;164
g;sex;IC0589;;10:04:23.90;-5:40:44.10;;15.34;0.69;0.51;20
gpair;sex;IC0590;;10:05:50.23;00:37:58.60;;;0.90;;
g;sex;IC0590 NED01;;10:05:49.83;00:38:00.10;;14.49;1.06;0.78;105
g;sex;IC0590 NED02;;10:05:50.67;00:37:54.50;;14.84;0.79;0.76;33
g;leo;IC0591;;10:07:27.69;12:16:28.20;;14.13;0.93;0.60;164
g;sex;IC0592;;10:07:58.75;-2:29:50.10;;14.22;0.92;0.75;26
g;sex;IC0593;;10:08:18.01;-2:31:36.50;;14.43;0.81;0.58;97
g;sex;IC0594;;10:08:32.00;00:40:00.70;;14.80;1.11;0.56;131
g;leo;IC0595;;10:09:38.12;11:00:00.90;;15.21;0.81;0.58;172
g;leo;IC0596;;10:10:31.35;10:02:32.60;;15.09;0.96;0.31;18
g;sex;IC0597;;10:10:11.96;-6:53:57.30;;15.66;0.50;0.23;170
g;uma;IC0598;;10:12:48.57;43:08:43.90;;13.72;1.65;0.41;7
g;sex;IC0599;;10:13:12.51;-5:37:44.40;;15.10;1.17;0.29;36
g;sex;IC0600;;10:17:10.91;-3:29:52.00;;13.70;1.92;1.03;13
g;leo;IC0601;;10:18:15.29;07:02:19.80;;15.38;0.47;0.22;37
g;leo;IC0602;;10:18:19.73;07:02:57.50;;13.58;0.97;0.50;173
g;sex;IC0603;;10:19:25.05;-5:39:22.20;;14.89;1.31;0.79;174
g;sex;IC0605;;10:22:24.13;01:11:53.70;;14.63;0.77;0.54;9
g;leo;IC0607;;10:24:08.58;16:44:30.80;;14.73;1.27;0.96;87
g;sex;IC0608;;10:24:21.13;-6:02:21.50;;14.77;0.95;0.54;108
g;sex;IC0609;;10:25:35.43;-2:12:54.80;;14.33;1.35;0.39;19
g;leo;IC0610|IC0611;;10:26:28.37;20:13:41.50;;14.59;1.89;0.33;28
g;leo;IC0612;;10:27:05.86;11:03:17.60;;15.36;0.42;0.25;174
g;leo;IC0613;;10:27:07.79;11:00:38.60;;15.02;0.77;0.70;12
g;sex;IC0614;;10:26:51.85;-3:27:53.10;14.80;15.02;0.78;0.53;18
g;leo;IC0615;;10:27:21.98;11:04:47.90;;15.34;1.22;0.36;143
g;leo;IC0616;;10:32:47.56;15:51:39.00;;14.56;0.93;0.75;160
g;leo;IC0619;;10:33:49.98;12:52:42.10;;14.77;0.84;0.65;177
g;leo;IC0620;;10:33:33.43;11:52:17.00;;15.28;0.73;0.60;88
g;sex;IC0621;;10:33:21.04;02:36:58.10;;15.16;0.90;0.62;82
g;sex;IC0623;;10:35:21.01;03:33:30.20;;14.95;0.94;0.32;151
g;sex;IC0624;;10:36:15.18;-8:20:02.20;;14.27;2.42;0.55;39
g;hya;IC0625;;10:42:38.05;-23:56:08.20;;13.79;2.25;0.53;105
g;sex;IC0626;;10:36:57.10;-7:01:25.90;;15.19;1.21;0.95;137
g;sex;IC0627;;10:37:19.89;-3:21:28.10;;14.61;0.72;0.57;175
g;sex;IC0628;;10:37:36.19;05:36:13.30;;14.77;0.89;0.67;120
g;sex;IC0630;;10:38:33.61;-7:10:13.90;;12.98;2.12;1.67;150
g;sex;IC0631;;10:38:58.90;-7:03:08.60;;16.19;0.67;0.59;147
g;sex;IC0632;;10:39:11.79;00:24:34.10;14.18;14.82;0.98;0.57;30
g;sex;IC0633;;10:39:24.38;00:23:21.50;14.62;14.83;0.65;0.27;103
g;sex;IC0634;;10:40:54.89;05:59:30.60;;15.05;1.00;0.38;116
g;leo;IC0635;;10:41:45.30;15:38:36.00;;15.09;1.09;0.33;7
g;sex;IC0636;;10:41:50.59;04:19:50.80;;14.88;0.95;0.41;49
g;leo;IC0637;;10:42:21.92;15:21:34.60;;15.32;0.75;0.50;17
g;leo;IC0638;;10:43:47.98;15:53:42.50;;15.51;0.77;0.38;2
g;leo;IC0639;;10:45:52.02;16:55:49.60;;14.85;1.41;0.42;180
g;leo;IC0642;;10:48:08.13;18:11:19.30;;13.89;1.45;1.36;19
g;leo;IC0643;;10:49:27.18;12:12:03.60;;15.07;1.34;0.46;73
g;sex;IC0645;;10:50:09.35;-6:02:34.40;;15.43;0.48;0.42;59
g;uma;IC0646;;10:51:35.18;55:27:57.00;;15.39;0.84;0.43;147
g;hya;IC0647;;10:50:34.49;-12:51:17.30;;15.79;0.68;0.39;62
g;leo;IC0648;;10:51:00.32;12:17:14.60;;14.88;0.94;0.74;158
gpair;sex;IC0649;;10:50:52.20;01:09:50.00;;;0.70;;
g;sex;IC0649 NED01;;10:50:52.09;01:09:55.20;;15.70;0.70;0.56;15
g;sex;IC0649 NED02;;10:50:52.20;01:09:42.00;;14.90;0.32;0.21;0
g;hya;IC0650;;10:50:40.55;-13:26:31.40;;14.90;0.93;0.67;10
g;sex;IC0651;;10:50:58.41;-2:09:01.30;;13.09;0.72;0.71;20
g;leo;IC0653;;10:52:06.78;00:33:38.80;;14.12;2.07;0.71;57
g;crt;IC0654;;10:53:50.39;-11:43:32.10;;15.14;1.20;0.44;133
g;leo;IC0655;;10:54:22.24;00:21:53.90;;15.31;1.00;0.27;48
g;leo;IC0657;;10:57:53.57;-4:54:17.80;;15.29;1.14;0.43;169
g;leo;IC0658;;10:58:16.26;08:14:30.00;;14.63;1.08;0.85;43
g;leo;IC0659;;10:58:03.86;-6:15:37.90;;15.43;1.24;0.86;60
g;leo;IC0660;;10:58:26.66;01:22:58.50;;15.51;0.79;0.52;31
g;leo;IC0661;;10:58:51.50;01:39:02.30;;15.35;0.77;0.55;31
g;leo;IC0662;;10:59:20.55;01:35:55.80;;15.57;0.78;0.58;71
g;leo;IC0663;;11:00:37.27;10:26:13.90;;15.42;0.85;0.57;172
g;leo;IC0664;;11:00:45.35;10:33:11.00;;14.68;1.87;1.30;53
g;crt;IC0665;;11:00:29.93;-13:52:00.50;;15.18;1.03;0.35;148
g;leo;IC0666;;11:01:14.81;10:28:52.00;;15.23;0.58;0.33;147
g;leo;IC0667;;11:06:36.55;15:05:19.40;;15.63;0.68;0.58;32
g;leo;IC0668;;11:06:39.56;15:02:27.30;;15.37;0.66;0.39;95
g;leo;IC0669;;11:07:16.57;06:18:08.90;;14.28;1.08;0.67;169
g;leo;IC0670;;11:07:28.81;06:42:51.30;;14.55;1.11;0.98;65
g;leo;IC0671;;11:07:31.60;00:46:59.20;;14.62;1.21;0.95;21
g;crt;IC0672;;11:08:03.23;-12:29:03.00;;;0.75;0.33;155
g;leo;IC0673;;11:09:25.31;00:05:51.80;;14.65;1.29;0.59;168
g;uma;IC0674;;11:11:06.36;43:37:58.80;;14.36;1.37;0.41;121
g;leo;IC0676;;11:12:39.82;09:03:21.00;;13.41;1.85;1.31;0
g;leo;IC0677;;11:13:56.50;12:18:03.90;;13.67;1.43;0.60;45
g;leo;IC0678;;11:14:06.38;06:34:37.90;;15.38;0.78;0.50;141
g;crt;IC0679;;11:16:36.61;-13:58:19.50;;15.39;0.53;0.37;125
g;leo;IC0680;;11:17:54.70;-1:56:47.20;;14.59;0.81;0.56;154
g;crt;IC0681;;11:18:31.93;-12:08:24.80;;14.79;0.87;0.45;35
g;leo;IC0683;;11:21:31.78;02:45:06.50;;15.50;0.69;0.49;175
g;leo;IC0685;;11:22:06.52;17:45:12.30;;16.33;0.68;0.43;176
g;leo;IC0686;;11:23:05.27;05:38:40.80;;15.55;0.51;0.26;42
g;uma;IC0687;;11:24:17.33;47:50:51.10;;14.87;1.08;1.03;121
g;crt;IC0688;;11:23:40.24;-9:47:44.00;;15.01;0.98;0.49;98
g;crt;IC0690;;11:24:20.61;-8:20:31.10;;15.26;1.17;0.46;170
g;uma;IC0691;;11:26:44.32;59:09:19.50;13.74;14.46;1.14;0.72;148
g;leo;IC0692;;11:25:53.47;09:59:15.00;;14.22;0.85;0.56;118
g;leo;IC0693;;11:26:48.62;-5:00:14.40;;14.65;0.98;0.48;90
g;uma;IC0694;;11:28:27.30;58:34:42.50;;18.20;0.21;0.18;51
g;crt;IC0695;;11:27:58.29;-11:42:55.20;;15.29;0.65;0.21;85
g;leo;IC0696;;11:28:39.92;09:05:55.30;;14.50;0.92;0.85;16
g;leo;IC0697;;11:28:34.45;-1:37:46.50;;15.43;0.67;0.47;131
g;leo;IC0698;;11:29:03.84;09:06:43.40;;14.43;1.04;0.50;147
g;leo;IC0699;;11:29:06.49;08:59:18.90;;14.53;1.21;0.34;12
ggroup;leo;IC0700;;11:29:15.48;20:35:05.70;;;1.10;;
g;leo;IC0700 NED01;;11:29:14.16;20:34:52.00;;16.31;0.20;0.13;0
g;leo;IC0700 NED02;;11:29:15.30;20:34:59.40;;14.09;0.94;0.46;71
g;leo;IC0700 NED03;;11:29:16.36;20:35:11.70;;17.23;0.30;0.28;25
g;leo;IC0700 NED04;;11:29:16.70;20:35:16.30;;18.73;0.25;0.11;54
g;leo;IC0701;;11:31:00.68;20:28:08.20;14.63;15.08;0.74;0.55;77
g;leo;IC0702;;11:30:54.71;-4:55:19.20;;15.57;0.75;0.42;130
g;uma;IC0705;;11:32:56.35;50:14:30.70;;15.05;0.77;0.50;34
g;crt;IC0706;;11:33:12.62;-13:20:17.00;;14.98;1.52;0.27;111
g;leo;IC0707;;11:33:44.64;21:22:48.20;13.84;14.31;0.65;0.52;5
g;uma;IC0708;;11:33:59.22;49:03:43.40;;14.13;1.50;0.98;140
g;uma;IC0709;;11:34:14.54;49:02:35.40;;14.96;1.05;0.93;25
g;leo;IC0710;;11:34:27.41;25:52:35.30;;15.65;0.80;0.49;180
g;uma;IC0711;;11:34:46.56;48:57:22.00;;15.17;0.87;0.81;27
g;uma;IC0712;;11:34:49.31;49:04:39.70;;14.39;3.02;0.89;91
gpair;crt;IC0715;;11:36:54.63;-8:22:38.60;;;1.00;;
g;crt;IC0715NW;;11:36:54.21;-8:22:32.90;;15.03;0.87;0.40;157
g;crt;IC0715SE;;11:36:54.94;-8:22:43.40;;;0.33;0.23;23
g;vir;IC0716;;11:39:03.33;00:12:21.60;;14.81;1.59;0.30;123
g;vir;IC0718;;11:39:52.77;08:52:28.30;;14.56;1.15;0.57;180
g;vir;IC0719;;11:40:18.51;09:00:35.60;;13.76;1.22;0.39;52
gpair;vir;IC0720;;11:42:22.30;08:46:04.00;;;1.30;;
g;vir;IC0720 NED01;;11:42:22.30;08:45:55.70;;14.95;1.05;0.93;8
g;vir;IC0720 NED02;;11:42:22.34;08:46:11.50;;14.82;0.75;0.52;172
g;crt;IC0721;;11:42:28.88;-8:20:25.20;;15.22;1.63;0.29;99
g;vir;IC0722;;11:42:43.76;08:58:27.20;;14.82;0.92;0.57;76
g;crt;IC0723;;11:42:57.60;-8:19:57.00;;14.62;0.80;0.62;149
g;vir;IC0724;;11:43:34.67;08:56:32.90;;13.65;2.39;0.73;59
g;vir;IC0725;;11:43:29.34;-1:40:04.70;;14.94;0.74;0.66;125
g;uma;IC0726;;11:43:45.30;33:23:31.00;;15.91;0.87;0.77;103
g;leo;IC0727;;11:44:28.60;10:47:01.70;;14.89;1.65;0.28;161
g;vir;IC0728;;11:44:50.47;-1:36:04.80;;14.46;1.20;0.58;63
g;uma;IC0729;;11:45:18.32;33:20:08.90;;15.27;0.57;0.25;4
g;uma;IC0731;;11:45:18.08;49:34:13.50;;15.78;0.70;0.36;83
gpair;leo;IC0732;;11:45:59.60;20:26:34.00;;;1.10;;
g;leo;IC0732N;;11:45:59.43;20:26:49.30;15.42;16.13;0.65;0.27;155
g;leo;IC0732S;;11:45:59.87;20:26:20.10;;15.39;0.74;0.39;128
